image,fine_label,coarse_label
rabbit_s_001665.png,65,16
lawn_mower_s_000052.png,41,19
house_s_000992.png,37,9
lobster_s_001705.png,45,13
hamster_s_001834.png,36,16
chimp_s_000280.png,21,11
garden_snail_s_000398.png,77,13
house_s_000333.png,37,9
keyboard_s_001475.png,39,5
bicycle_s_000537.png,8,18
soda_bottle_s_001739.png,9,3
poppy_s_002423.png,62,2
telephone_set_s_000154.png,86,5
computer_keyboard_s_000417.png,39,5
cattle_s_001528.png,19,11
orchid_s_001818.png,54,2
computer_keyboard_s_001353.png,39,5
goblet_s_000234.png,28,3
male_child_s_000659.png,11,14
tractor_s_000753.png,89,19
train_s_002155.png,90,18
train_s_000511.png,90,18
spider_s_001311.png,79,13
racoon_s_000375.png,66,12
tram_s_000405.png,81,19
chimpanzee_s_001180.png,21,11
spider_s_001685.png,79,13
electric_lamp_s_000649.png,40,5
ankylosaurus_s_001671.png,29,15
clock_s_000835.png,22,5
school_bus_s_001438.png,13,18
sofa_s_000004.png,25,6
male_child_s_000924.png,11,14
macropus_giganteus_s_000175.png,38,11
bowl_s_001230.png,10,3
salix_alba_s_000012.png,96,17
orchid_s_000499.png,54,2
rabbit_s_000297.png,65,16
keyboard_s_000032.png,39,5
discharge_lamp_s_000675.png,40,5
leopard_s_001332.png,42,8
moped_s_000169.png,48,18
motorcycle_s_001453.png,48,18
mushroom_s_001593.png,51,4
boy_s_002307.png,11,14
cloud_s_001591.png,23,10
cloud_s_000856.png,23,10
bulldozer_s_001774.png,89,19
shumard_oak_s_000107.png,52,17
man_s_000926.png,46,14
infant_s_000851.png,2,14
bowhead_s_001056.png,95,0
lion_s_001676.png,43,8
telephone_set_s_000659.png,86,5
fox_s_001649.png,34,12
raccoon_s_000598.png,66,12
caterpillar_s_000459.png,18,7
adam_s_002658.png,46,14
raccoon_s_001641.png,66,12
date_palm_s_000159.png,56,17
bartlett_pear_s_000454.png,57,4
cichlid_fish_s_000335.png,1,1
gecko_s_000199.png,44,15
boy_s_001906.png,11,14
sunflower_s_001373.png,82,2
cirrocumulus_cloud_s_000515.png,23,10
railroad_train_s_000200.png,90,18
palm_tree_s_001513.png,56,17
cattle_s_000659.png,19,11
byway_s_000036.png,68,9
raccoon_s_002225.png,66,12
goblet_s_000954.png,28,3
carassius_auratus_s_000432.png,1,1
bosc_s_000204.png,57,4
guitarfish_s_000596.png,67,1
bed_s_001459.png,5,6
bus_s_000314.png,13,18
colubrid_s_000836.png,78,15
bee_s_002016.png,6,7
table_s_000769.png,84,6
beetle_s_000181.png,7,7
mower_s_000031.png,41,19
lapin_s_002229.png,65,16
squirrel_s_000142.png,80,16
drawbridge_s_001392.png,12,9
mus_musculus_s_001086.png,50,16
porcupine_s_001592.png,63,12
dungeness_crab_s_000469.png,26,13
safety_bike_s_000482.png,8,18
navel_orange_s_000469.png,53,4
serengeti_s_001565.png,60,10
roundworm_s_000036.png,99,13
grey_wolf_s_001623.png,97,8
army_tank_s_000896.png,85,19
red_delicious_s_000552.png,0,4
worm_snake_s_000429.png,78,15
elephant_s_002874.png,31,11
bowl_s_000883.png,10,3
baby_s_000255.png,2,14
beetle_s_001769.png,7,7
lion_s_000032.png,43,8
sweet_pepper_s_000638.png,83,4
grey_wolf_s_001289.png,97,8
trout_s_000574.png,91,1
sunflower_s_001720.png,82,2
cup_s_000922.png,28,3
leopard_s_000559.png,42,8
northern_spy_s_000602.png,0,4
sunflower_s_001391.png,82,2
bed_s_001452.png,5,6
divided_highway_s_000832.png,68,9
plain_s_001151.png,60,10
dolphin_s_001674.png,30,0
white_woman_s_000709.png,98,14
sunflower_s_001846.png,82,2
armchair_s_000265.png,20,6
possum_s_000343.png,64,12
raccoon_s_002845.png,66,12
bowl_s_001218.png,10,3
skunk_s_000384.png,75,12
orchid_s_001270.png,54,2
bosc_s_000883.png,57,4
tv_s_002465.png,87,5
raccoon_s_000022.png,66,12
raccoon_s_000090.png,66,12
mako_s_001445.png,73,1
butterfly_orchid_s_001188.png,54,2
panthera_tigris_s_000539.png,88,8
panthera_pardus_s_000246.png,42,8
bungalow_s_000578.png,37,9
squirrel_s_000430.png,80,16
tv_s_000033.png,87,5
bear_s_002131.png,3,8
ankylosaurus_s_000716.png,29,15
lion_s_002042.png,43,8
lift_bridge_s_000070.png,12,9
shark_s_001047.png,73,1
golden_willow_s_000013.png,96,17
cirrocumulus_s_001438.png,23,10
willow_tree_s_001348.png,96,17
breakfast_table_s_000858.png,84,6
oxen_s_001941.png,19,11
poppy_s_000601.png,62,2
northern_spy_s_000766.png,0,4
chimpanzee_s_000577.png,21,11
male_child_s_001502.png,11,14
syrian_hamster_s_001413.png,36,16
opossum_s_001043.png,64,12
world_trade_center_s_001237.png,76,9
field_s_001255.png,60,10
bear_s_000044.png,3,8
squirrel_s_002376.png,80,16
sunflower_s_001415.png,82,2
argiope_aurantia_s_000726.png,79,13
stone_crab_s_001783.png,26,13
lapin_s_002654.png,65,16
seal_s_001016.png,72,0
male_child_s_001512.png,11,14
camelus_dromedarius_s_000230.png,15,11
indian_elephant_s_000094.png,31,11
dirt_bike_s_000124.png,48,18
lift_bridge_s_000903.png,12,9
rainbow_trout_s_000750.png,91,1
aegean_s_000757.png,71,10
television_s_002468.png,87,5
garden_snail_s_000966.png,77,13
dromedary_s_000084.png,15,11
tiger_beetle_s_000921.png,7,7
pickup_s_001180.png,58,18
mushroom_s_002093.png,51,4
river_otter_s_000386.png,55,0
panzer_s_000067.png,85,19
baby_s_002466.png,2,14
bear_s_001647.png,3,8
tractor_s_001465.png,89,19
bowl_s_000101.png,10,3
bear_s_002027.png,3,8
boy_s_000158.png,11,14
reclining_chair_s_000127.png,20,6
manual-beaver034.png,4,0
minibike_s_001863.png,48,18
crocodile_s_002271.png,27,15
minibike_s_001177.png,48,18
beetle_s_001021.png,7,7
stingray_s_002101.png,67,1
bear_cub_s_001016.png,3,8
lapin_s_000097.png,65,16
palm_tree_s_001619.png,56,17
soda_bottle_s_000645.png,9,3
banded_gecko_s_000157.png,44,15
fin_whale_s_000867.png,95,0
cain_s_000459.png,46,14
bell_pepper_s_000991.png,83,4
rushlight_s_000226.png,40,5
pickup_s_001808.png,58,18
surveillance_system_s_001215.png,87,5
pine_tree_s_000025.png,59,17
caterpillar_s_000225.png,18,7
motorcycle_s_001792.png,48,18
built_in_bed_s_000558.png,5,6
tiger_s_000274.png,88,8
dungeness_crab_s_000178.png,26,13
chimp_s_000637.png,21,11
oriental_cockroach_s_001588.png,24,7
valencia_orange_s_000882.png,53,4
causeway_s_000413.png,68,9
mount_s_001947.png,49,10
bulldozer_s_001897.png,89,19
willow_tree_s_001747.png,96,17
lady_tulip_s_000107.png,92,2
tiger_beetle_s_000209.png,7,7
school_bus_s_000236.png,13,18
nematode_s_001472.png,99,13
alp_s_000837.png,49,10
alarm_clock_s_000740.png,22,5
palm_tree_s_000276.png,56,17
stingray_s_001539.png,67,1
minibus_s_001401.png,13,18
wolf_pup_s_001918.png,97,8
apis_mellifera_s_001442.png,6,7
cattle_s_000150.png,19,11
world_trade_center_s_000024.png,76,9
rabbit_s_000039.png,65,16
pop_bottle_s_001263.png,9,3
sea_s_000630.png,71,10
hedgehog_s_001903.png,63,12
adriatic_sea_s_001411.png,71,10
caterpillar_s_001744.png,18,7
river_otter_s_000223.png,55,0
fox_s_001599.png,34,12
caterpillar_s_002191.png,18,7
pearmain_s_000139.png,0,4
date_palm_s_000021.png,56,17
cloud_s_000031.png,23,10
striped_skunk_s_001335.png,75,12
rose_s_000123.png,70,2
hognose_snake_s_000782.png,78,15
lobster_s_001171.png,45,13
raccoon_s_001131.png,66,12
trout_s_001341.png,91,1
couch_s_000195.png,25,6
pickup_s_000169.png,58,18
train_s_001419.png,90,18
pachycephalosaurus_s_001100.png,29,15
byway_s_001933.png,68,9
female_child_s_000940.png,35,14
butterfly_orchid_s_001933.png,54,2
garden_snail_s_001564.png,77,13
timber_wolf_s_001336.png,97,8
red_delicious_s_001189.png,0,4
rose_s_001126.png,70,2
striped_skunk_s_001123.png,75,12
field_s_000442.png,60,10
rabbit_s_001088.png,65,16
bed_s_000680.png,5,6
pickup_s_000872.png,58,18
sunflower_s_000507.png,82,2
alp_s_001957.png,49,10
plate_s_000583.png,61,3
chalice_s_000481.png,28,3
banded_gecko_s_000308.png,44,15
palm_s_001288.png,56,17
sunflower_s_002364.png,82,2
fishplate_s_000122.png,61,3
king_of_beasts_s_001934.png,43,8
reclining_chair_s_001474.png,20,6
kangaroo_s_000337.png,38,11
armoured_combat_vehicle_s_000442.png,85,19
tv_s_000971.png,87,5
mount_s_001367.png,49,10
armored_combat_vehicle_s_000092.png,85,19
oriental_cockroach_s_000660.png,24,7
beetle_s_000140.png,7,7
panthera_tigris_s_000518.png,88,8
discharge_lamp_s_001205.png,40,5
kangaroo_s_002432.png,38,11
seal_s_001302.png,72,0
oil_palm_s_000902.png,56,17
beaver_s_000300.png,4,0
streetcar_s_001199.png,81,19
black_woman_s_000361.png,98,14
wolf_pup_s_001346.png,97,8
butterfly_s_001034.png,14,7
man_s_001512.png,46,14
cirrostratus_s_000880.png,23,10
tractor_s_000670.png,89,19
phone_s_002177.png,86,5
bell_pepper_s_000521.png,83,4
orchid_s_001494.png,54,2
crocodylus_niloticus_s_000031.png,27,15
motor_mower_s_000278.png,41,19
willow_tree_s_002039.png,96,17
carassius_auratus_s_000240.png,1,1
streetcar_s_001216.png,81,19
spider_s_002036.png,79,13
dolphin_s_001789.png,30,0
castle_s_002549.png,17,9
mourning_cloak_s_000845.png,14,7
guitarfish_s_000177.png,67,1
recliner_s_001853.png,20,6
butterfly_orchid_s_000220.png,54,2
tulip_s_001088.png,92,2
forest_s_000628.png,33,10
bartlett_s_000802.png,57,4
rabbit_s_001687.png,65,16
alp_s_000839.png,49,10
adriatic_sea_s_002055.png,71,10
pine_tree_s_001493.png,59,17
army_tank_s_000588.png,85,19
clock_s_002353.png,22,5
indian_elephant_s_000201.png,31,11
panzer_s_000006.png,85,19
palace_s_001469.png,17,9
panthera_pardus_s_000718.png,42,8
poppy_s_000707.png,62,2
crab_s_001193.png,26,13
field_s_001814.png,60,10
nile_crocodile_s_001648.png,27,15
anjou_s_000404.png,57,4
oxen_s_001496.png,19,11
wolf_cub_s_001051.png,97,8
tiger_s_000719.png,88,8
bowl_s_000643.png,10,3
elephant_s_002867.png,31,11
cloud_s_000879.png,23,10
table_s_002781.png,84,6
shrew_s_000446.png,74,16
porcupine_s_000275.png,63,12
armoire_s_000304.png,94,6
snail_s_002283.png,77,13
train_s_001132.png,90,18
field_s_001105.png,60,10
bed_s_001805.png,5,6
cichlid_fish_s_000840.png,1,1
saucer_s_000150.png,61,3
right_whale_s_000132.png,95,0
plaice_s_000350.png,32,1
balaenoptera_physalus_s_000007.png,95,0
pear_s_001156.png,57,4
plaice_s_000110.png,32,1
cirrostratus_s_000901.png,23,10
computer_keyboard_s_002296.png,39,5
lobster_s_002082.png,45,13
lawn_mower_s_000203.png,41,19
research_rocket_s_000047.png,69,19
tractor_s_001897.png,89,19
lobster_s_000076.png,45,13
silver_maple_s_001252.png,47,17
bartlett_pear_s_000444.png,57,4
boy_s_002179.png,11,14
minibike_s_001969.png,48,18
shrew_s_001585.png,74,16
baby_s_001993.png,2,14
boy_s_001803.png,11,14
balaenoptera_physalus_s_000115.png,95,0
field_mouse_s_000921.png,50,16
house_s_000981.png,37,9
pine_s_000436.png,59,17
adriatic_s_002852.png,71,10
breakfast_table_s_001147.png,84,6
dozer_s_000609.png,89,19
breakfast_table_s_001484.png,84,6
rose_s_001319.png,70,2
soda_can_s_000473.png,16,3
adriatic_sea_s_000597.png,71,10
velocipede_s_001585.png,8,18
moped_s_000035.png,48,18
elephant_s_002404.png,31,11
eve_s_000004.png,98,14
plaice_s_000047.png,32,1
baby_s_002128.png,2,14
water_shrew_s_000191.png,74,16
poppy_s_001264.png,62,2
sea_s_002165.png,71,10
train_s_001394.png,90,18
red_fox_s_000435.png,34,12
disciotis_venosa_s_000196.png,51,4
macoun_s_000441.png,0,4
lift_bridge_s_000420.png,12,9
crab_s_002209.png,26,13
bartlett_pear_s_000233.png,57,4
poppy_s_001733.png,62,2
bartlett_pear_s_000472.png,57,4
indian_elephant_s_000796.png,31,11
rabbit_s_001146.png,65,16
yellowtail_flounder_s_000243.png,32,1
coffee_can_s_001622.png,16,3
little_girl_s_000041.png,35,14
black_woman_s_001350.png,98,14
male_child_s_001793.png,11,14
tv_s_001357.png,87,5
kangaroo_s_002285.png,38,11
oak_tree_s_000047.png,52,17
bulldozer_s_000838.png,89,19
discharge_lamp_s_001516.png,40,5
wtc_s_002086.png,76,9
tiger_beetle_s_000003.png,7,7
butterfly_orchid_s_000865.png,54,2
skyscraper_s_001185.png,76,9
delphinus_delphis_s_000307.png,30,0
pine_tree_s_001916.png,59,17
breakfast_table_s_001115.png,84,6
bear_cub_s_000055.png,3,8
rainbow_trout_s_001311.png,91,1
man_s_001569.png,46,14
lapin_s_000175.png,65,16
lion_s_001571.png,43,8
mount_s_002677.png,49,10
apis_mellifera_s_000067.png,6,7
forest_s_001829.png,33,10
bunk_s_000515.png,5,6
butterfly_s_001030.png,14,7
garden_snail_s_001207.png,77,13
flying_gecko_s_000107.png,44,15
byway_s_001963.png,68,9
sunflower_s_001371.png,82,2
wardrobe_s_000411.png,94,6
raccoon_s_002036.png,66,12
shark_s_001677.png,73,1
palm_tree_s_002039.png,56,17
dozer_s_000602.png,89,19
valencia_orange_s_000296.png,53,4
clock_s_002064.png,22,5
test_rocket_s_000008.png,69,19
brown_snail_s_000254.png,77,13
breakfast_table_s_000906.png,84,6
lounge_chair_s_000324.png,20,6
black_woman_s_000116.png,98,14
castor_fiber_s_000296.png,4,0
exocet_s_000171.png,69,19
spider_s_001955.png,79,13
lamp_s_001826.png,40,5
lobster_s_000381.png,45,13
cichlid_fish_s_000302.png,1,1
feather_palm_s_000112.png,56,17
lapin_s_000922.png,65,16
verpa_s_000264.png,51,4
bed_s_001238.png,5,6
squirrel_s_002181.png,80,16
orchid_s_000751.png,54,2
dwarf_tulip_s_000093.png,92,2
castor_fiber_s_000472.png,4,0
cirrocumulus_cloud_s_000273.png,23,10
field_s_000026.png,60,10
streetcar_s_002138.png,81,19
snail_s_000896.png,77,13
shark_s_002270.png,73,1
black_woman_s_000156.png,98,14
red_delicious_s_000750.png,0,4
butterfly_s_000833.png,14,7
jug_s_000102.png,9,3
gecko_s_000722.png,44,15
crocodile_s_000007.png,27,15
bike_s_000256.png,8,18
panthera_leo_s_001721.png,43,8
neomys_fodiens_s_000035.png,74,16
cain_s_000133.png,46,14
wardrobe_s_001407.png,94,6
desk_phone_s_000500.png,86,5
dolphin_s_000768.png,30,0
dessert_plate_s_000127.png,61,3
bartlett_pear_s_000211.png,57,4
male_child_s_000715.png,11,14
streetcar_s_001157.png,81,19
sofa_s_000606.png,25,6
streetcar_s_001417.png,81,19
rose_s_000222.png,70,2
stegosaurus_s_001600.png,29,15
crocodylus_niloticus_s_000032.png,27,15
bear_s_001186.png,3,8
adriatic_sea_s_000395.png,71,10
tangerine_s_000443.png,53,4
minibike_s_000571.png,48,18
cattle_s_000459.png,19,11
squirrel_s_002089.png,80,16
bartlett_s_000838.png,57,4
cattle_s_000041.png,19,11
pine_s_002190.png,59,17
sofa_s_000047.png,25,6
wine_palm_s_000179.png,56,17
sorex_cinereus_s_000002.png,74,16
turbot_s_001406.png,32,1
bachelor_girl_s_000898.png,98,14
bungalow_s_000445.png,37,9
school_bus_s_000957.png,13,18
lobster_s_001195.png,45,13
lift_bridge_s_000096.png,12,9
squirrel_s_001608.png,80,16
opossum_s_001254.png,64,12
milk_can_s_000439.png,16,3
buckingham_palace_s_001586.png,17,9
oriental_cockroach_s_000825.png,24,7
dolphin_s_002246.png,30,0
sofa_s_000373.png,25,6
willow_tree_s_000241.png,96,17
boardinghouse_s_000788.png,37,9
built_in_bed_s_002088.png,5,6
woman_s_000118.png,98,14
indian_elephant_s_000126.png,31,11
armoire_s_000119.png,94,6
bed_s_000049.png,5,6
stegosaurus_s_000500.png,29,15
raccoon_s_000790.png,66,12
mushroom_s_000703.png,51,4
apis_mellifera_s_000192.png,6,7
stingray_s_000665.png,67,1
mus_musculus_s_000516.png,50,16
access_road_s_001516.png,68,9
crocodylus_porosus_s_000279.png,27,15
poppy_s_001782.png,62,2
dozer_s_001050.png,89,19
built_in_bed_s_001896.png,5,6
boy_s_000058.png,11,14
school_bus_s_001733.png,13,18
raccoon_s_002690.png,66,12
river_otter_s_001146.png,55,0
camel_s_000550.png,15,11
poppy_s_002772.png,62,2
sorex_araneus_s_000247.png,74,16
elephant_s_002146.png,31,11
sea_turtle_s_000716.png,93,15
pine_tree_s_002529.png,59,17
goldfish_s_002650.png,1,1
wolf_cub_s_000001.png,97,8
flounder_s_000775.png,32,1
computer_keyboard_s_000890.png,39,5
power_mower_s_000250.png,41,19
poppy_s_001857.png,62,2
adriatic_s_001680.png,71,10
rose_s_000257.png,70,2
woman_s_000060.png,98,14
power_mower_s_001166.png,41,19
leopard_s_000662.png,42,8
rose_s_001882.png,70,2
bear_cub_s_000624.png,3,8
sweater_girl_s_000940.png,35,14
car_train_s_000082.png,90,18
clock_s_001539.png,22,5
harvest_mouse_s_000194.png,50,16
plate_iron_s_000997.png,61,3
raccoon_s_002698.png,66,12
tulip_s_000947.png,92,2
valencia_orange_s_000601.png,53,4
drawbridge_s_001664.png,12,9
breakfast_table_s_000556.png,84,6
forest_s_000992.png,33,10
bosc_s_000407.png,57,4
turtle_s_001718.png,93,15
spider_s_001497.png,79,13
research_rocket_s_000539.png,69,19
navel_orange_s_000143.png,53,4
whiskey_jug_s_000277.png,9,3
bos_taurus_s_000619.png,19,11
honeybee_s_000310.png,6,7
armchair_s_001136.png,20,6
skyscraper_s_000934.png,76,9
built_in_bed_s_000502.png,5,6
black_woman_s_000960.png,98,14
tulip_s_001325.png,92,2
hognose_snake_s_001663.png,78,15
sea_turtle_s_002009.png,93,15
spider_s_001779.png,79,13
chimpanzee_s_001583.png,21,11
mushroom_s_001276.png,51,4
shrew_s_001906.png,74,16
skyscraper_s_001994.png,76,9
oil_palm_s_000454.png,56,17
striped_skunk_s_000494.png,75,12
crocodile_s_000909.png,27,15
clock_s_000653.png,22,5
bungalow_s_000196.png,37,9
soda_can_s_000033.png,16,3
eared_seal_s_000131.png,72,0
tram_s_000368.png,81,19
hamster_s_001850.png,36,16
motorcycle_s_001119.png,48,18
minibus_s_000262.png,13,18
date_palm_s_000372.png,56,17
mountain_rose_s_001226.png,70,2
macoun_s_000009.png,0,4
porcupine_s_001674.png,63,12
train_s_000625.png,90,18
orange_s_002710.png,53,4
dinosaur_s_001534.png,29,15
possum_s_000131.png,64,12
baby_s_000673.png,2,14
sweet_pepper_s_000279.png,83,4
hedgehog_s_000556.png,63,12
tractor_s_001028.png,89,19
butterfly_s_000370.png,14,7
raccoon_s_001347.png,66,12
whale_s_002097.png,95,0
rabbit_s_001681.png,65,16
tank_s_000008.png,85,19
built_in_bed_s_001227.png,5,6
ladybug_s_001132.png,7,7
pickup_s_000479.png,58,18
plate_s_002308.png,61,3
leopard_s_000757.png,42,8
pinyon_s_000218.png,59,17
bungalow_s_000425.png,37,9
drawbridge_s_001656.png,12,9
leopard_s_001301.png,42,8
racoon_s_000787.png,66,12
sea_s_001604.png,71,10
lamp_s_001770.png,40,5
porcupine_s_002259.png,63,12
american_lobster_s_000411.png,45,13
bos_taurus_s_000049.png,19,11
forest_s_001125.png,33,10
river_otter_s_000683.png,55,0
crab_s_002122.png,26,13
cortland_s_000650.png,0,4
serengeti_plain_s_001066.png,60,10
break_seal_s_000578.png,72,0
castor_canadensis_s_001448.png,4,0
hedgehog_s_000563.png,63,12
twin_towers_s_001537.png,76,9
adam_s_000356.png,46,14
possum_s_000816.png,64,12
salix_purpurea_s_000339.png,96,17
intercontinental_ballistic_missile_s_000538.png,69,19
opossum_s_001492.png,64,12
striped_skunk_s_000497.png,75,12
forest_s_001985.png,33,10
syrian_hamster_s_001230.png,36,16
stone_crab_s_000962.png,26,13
poppy_s_000495.png,62,2
caterpillar_s_000106.png,18,7
moped_s_000009.png,48,18
harvest_mouse_s_000143.png,50,16
hamster_s_002488.png,36,16
crab_s_002377.png,26,13
beaker_s_000099.png,28,3
adriatic_sea_s_000957.png,71,10
world_trade_center_s_000306.png,76,9
lobster_s_001370.png,45,13
quercus_rubra_s_001209.png,52,17
lapin_s_001094.png,65,16
pine_tree_s_001278.png,59,17
motor_mower_s_000124.png,41,19
exocet_s_000806.png,69,19
camelus_dromedarius_s_000735.png,15,11
tv_s_002532.png,87,5
harvest_mouse_s_000703.png,50,16
boy_s_001243.png,11,14
adriatic_sea_s_002040.png,71,10
cricetus_cricetus_s_000082.png,36,16
breakfast_table_s_000448.png,84,6
lamna_nasus_s_000018.png,73,1
man_s_001955.png,46,14
sweet_pepper_s_001132.png,83,4
lift_bridge_s_000765.png,12,9
spider_s_000171.png,79,13
orchid_s_000122.png,54,2
fieldmouse_s_000086.png,50,16
